goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
974,サンジ III(専属),Sanji III (Exclusive),衣装 / セット,Outfit / Set,,,,,6496,8838,10394,3,直近30日間の取引データなし,2026-07-18
975,サンジ IV(専属),Sanji IV (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,14291,0,直近30日間の取引データなし,2026-07-18
976,サンジ V(専属),Sanji V (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,19488,0,直近30日間の取引データなし,2026-07-18
977,サンジ VI(専属),Sanji VI (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,25984,0,直近30日間の取引データなし,2026-07-18
978,サンジ:ワノ国討ち入り(専属),Sanji: Wano Country Infiltration (Exclusive),衣装 / セット,Outfit / Set,20787,2026-07-15,1,20787,37027,37027,38976,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
979,「もこもこクマさん」取引可能BOX,【Hug Bear】Tradable Gift Box,お宝 / 宝箱,Treasure / treasure chest,9721,2026-07-15,12,10376,9057,16240,10692,15,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
980,脱走S3･殿堂の秘宝(取引可能),Breakout S3: Radiant Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,162,2026-07-13,7,162,162,1632,325,1319,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
981,MP5:不知火舞 先鋒版(専属),MP5: Mai Shiranui Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,5351,2026-07-16,12,5104,5825,5928,4714,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
982,MP5:不知火舞 豪華版(専属),MP5: Mai Shiranui Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,6598,2026-07-18,33,6893,6985,8049,7448,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
983,MP5:不知火舞 旗艦版(専属),MP5: Mai Shiranui Flagship Edition (Exclusive),不明（カテゴリタグなし）,,9716,2026-07-17,21,9417,9710,11805,10192,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
984,SACR-L:不知火舞 先鋒版(専属),SACR-L: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,3248,2026-07-01,3,2664,3248,3248,1624,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
985,SACR-L:不知火舞 豪華版(専属),SACR-L: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,2620,2026-07-18,4,2505,3894,5197,3248,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
986,SACR-L:不知火舞 旗艦版(専属),SACR-L: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,3737,2026-07-18,8,4318,4092,5684,6496,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
992,S40サプライズ･超レア(取引可能),S40 Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,349,2026-07-04,2,305,260,630,325,28,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
996,車両チップ：氷と炎,Vehicle Chip: Ice and Fire,チップ / チップ,Chip / Chip,6312,2026-07-18,31,6612,6309,19386,6715,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
997,AK-47:天翔ける金龍 超DX Ⅰ,AK-47: Dragon Roar Sky Ultra Supreme I,銃器,Weapon,,,,,52785,717387,40600,4,直近30日間の取引データなし,2026-07-18
998,AK-47:天翔ける金龍 超DX Ⅱ,AK-47: Dragon Roar Sky Ultra Supreme II,銃器,Weapon,32480,2026-07-16,11,32480,32480,70610,40600,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
999,AK-47:天翔ける金龍 超DX Ⅲ,AK-47: Dragon Roar Sky Ultra Supreme III,銃器,Weapon,64960,2026-07-14,6,64960,64960,129920,81200,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1000,AK-47:天翔ける金龍 超DX Ⅳ,AK-47: Dragon Roar Sky Ultra Supreme IV,銃器,Weapon,129920,2026-07-13,4,129920,129920,129923,162400,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1001,AK-47:天翔ける金龍 超DX Ⅴ,AK-47: Dragon Roar Sky Ultra Supreme V,銃器,Weapon,259840,2026-07-06,2,259840,259840,262343,324800,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1002,AK-47:天翔ける金龍 超DX Ⅵ,AK-47: Dragon Roar Sky Ultra Supreme VI,銃器,Weapon,454720,2026-07-05,4,454720,454720,975227,649600,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1003,車両チップ：炎の力,Vehicle Chip: Power of Flame,チップ / チップ,Chip / Chip,16992,2026-07-16,10,19815,29128,34266,17093,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1004,車両チップ：雷の力,Vehicle Chip: Power of Thunder,チップ / チップ,Chip / Chip,1942,2026-07-15,9,1684,1954,4926,2274,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1010,「ナイトバタフライ」取引可能BOX,"""Chaos Butterfly"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,4331,2026-07-14,14,4352,4269,16238,4726,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1017,車両チップ:リバース,Vehicle Chip: Counterflow Core,チップ / チップ,Chip / Chip,1460,2026-07-09,6,1812,1137,11368,2274,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1018,トレーディングコラボガチャBOX:竈門炭治郎＆無限列車,Tradable Gacha: Tanjiro Kamado & Mugen Train Supply Box,お宝 / 宝箱,Treasure / treasure chest,487,2026-07-17,3,651,487,1501,536,695,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1019,脱走･鎏金のお宝(取引可能),Breakout: Radiant Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,10064,2026-07-07,4,2638,162,16240,325,17007,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1032,「ふわふわビキニ」取引可能BOX,"""Innocent Fantasy"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1406,2026-07-18,4,1250,1400,16240,1546,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1038,95式:JACKPOT 豪華版,QBZ-95: Golden Blade Enjoy Edition,銃器,Weapon,2111,2026-07-16,3,2111,2111,1299200,4060,228,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1039,95式:JACKPOT 旗艦版,QBZ-95: Golden Blade Flagship Edition,銃器,Weapon,,,,,4547,32837,6496,124,直近30日間の取引データなし,2026-07-18
1040,95式:JACKPOT 先鋒版,QBZ-95: Golden Blade Vanguard Edition,銃器,Weapon,1624,2026-07-15,3,1624,1624,6187,3248,60,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1041,95式:JACKPOT 進化版,QBZ-95: Golden Blade Advancement Edition,銃器,Weapon,3248,2026-07-15,1,3248,4973,6197,4872,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1042,95式:JACKPOT 豪華版Ⅰ,QBZ-95: Golden Blade Deluxe Edition I,銃器,Weapon,,,,,0,0,12992,0,直近30日間の取引データなし,2026-07-18
1043,95式:JACKPOT 豪華版Ⅱ,QBZ-95: Golden Blade Deluxe Edition II,銃器,Weapon,9744,2026-06-29,1,9744,9744,26851,19488,43,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1044,95式:JACKPOT 豪華版Ⅲ,QBZ-95: Golden Blade Deluxe Edition III,銃器,Weapon,,,,,15888,15888,25984,1,直近30日間の取引データなし,2026-07-18
1045,95式:JACKPOT･周年DX Ⅰ,QBZ-95: Golden Blade - Anniversary Ultimate I,銃器,Weapon,16240,2026-07-17,27,16301,16240,1624000,32480,100,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1046,95式:JACKPOT･周年DX Ⅱ,QBZ-95: Golden Blade - Anniversary Ultimate II,銃器,Weapon,38976,2026-07-17,5,38976,38976,38976,77952,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1047,95式:JACKPOT･周年DX Ⅲ,QBZ-95: Golden Blade - Anniversary Ultimate III,銃器,Weapon,,,,,105560,105560,211120,3,直近30日間の取引データなし,2026-07-18
1048,「​JKニキシア」取引可能BOX,"""Agent Nyxia·JK"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,887,2026-07-16,3,837,892,2106,974,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1054,「うさうさエプロン」取引可能BOX,"""Baking Game"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,,,,,1309,16130,325,20,直近30日間の取引データなし,2026-07-18
1055,車両チップ：サイレント,Vehicle Chip: Titmouse,チップ / チップ,Chip / Chip,1137,2026-07-18,15,1437,2243,10090,2274,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1067,「夏の約束」取引可能BOX,"""Sparkling Promise"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,3735,2026-07-08,3,3641,3735,6040,325,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1068,コラボガチャBOX:進撃の巨人第4弾(取引可能),Lucky Draw: Attack on Titan collaboration Vol.4 (Tradable),お宝 / 宝箱,Treasure / treasure chest,162,2026-07-03,4,438,378,1069,325,390,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1069,車両チップ：破刃,Vehicle Chip: Broken Blade,チップ / チップ,Chip / Chip,1942,2026-07-16,6,3220,2522,16943,2274,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1093,金のサメサプライズ･超レア(取引可能),Golden Shark Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,325,5742,325,10,直近30日間の取引データなし,2026-07-18
1094,【中華ゾンビ娘】取引可能BOX,"""Bounce Phantom"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,2038,2026-07-18,17,1934,2038,16130,2465,38,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1104,車両チップ：十五夜,Vehicle Chip: Mid-Autumn,チップ / チップ,Chip / Chip,1137,2026-07-13,9,2326,1907,3084,2274,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1110,車両チップ：無限,Vehicle Chip: Infinite,チップ / チップ,Chip / Chip,4666,2026-07-15,9,3761,1137,11368,3386,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1111,LI-NING 極光天行(専属),Li-Ning Jiguang Tianxing (Exclusive),衣装 / セット,Outfit / Set,22807,2026-07-18,23,21472,23288,33472,22176,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1112,LI-NING レトロシリーズ(専属),Li-Ning Retro Series (Exclusive),衣装 / セット,Outfit / Set,7839,2026-07-18,42,7484,7743,9343,7865,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1113,LI-NING 極光風行(専属),Li-Ning Jiguang Fengxing (Exclusive),衣装 / セット,Outfit / Set,6306,2026-07-18,36,6196,6460,8887,6743,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1134,「​トレインスター」取引可能BOX,"""Railway Intern"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1462,2026-07-11,2,1518,1455,3248,325,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1144,【クールシュガー】取引可能BOX,"""Broken Sweetie"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1069,2026-07-18,14,1204,1069,16240,1169,135,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1201,【いちごムース】取引可能BOX,"""Strawberry Ice Cream"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,245,2026-06-30,1,245,227,4960,325,73,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1221,【ボンボンショコラ】取引可能BOX,"""Heart of Wine Romance"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,456,2026-07-18,8,2437,455,16240,507,37,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1253,車両チップ：春芽,Vehicle Chip: Spring Bud,チップ / チップ,Chip / Chip,2274,2026-07-14,7,1393,1872,4953,2274,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1254,【お花見さんぽ】取引可能BOX,"""Cherry Blossom Day"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,162,2026-07-18,6,359,242,2975,325,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1310,トレーディングコラボガチャBOX:『東京喰種』コラボ第6弾,Tradable Gacha: Tokyo Ghoul Season 6,お宝 / 宝箱,Treasure / treasure chest,162,2026-07-17,11,163,162,15901,325,580,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1316,「ルージュの法則」取引可能BOX,"""Scarlet Law"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,310,2026-07-13,1,310,310,1005,341,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1327,トレーディングコラボガチャBOX:にじさんじ第4弾,Tradable Gacha: NIJISANJI Vol.4,お宝 / 宝箱,Treasure / treasure chest,468,2026-07-13,12,477,453,4836,513,463,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1328,【恋する昭和レトロ】取引可能BOX,"""Modern Times"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1062,2026-06-21,1,1062,1069,3248,325,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1368,【恋のメモ帳】取引可能BOX,【白日恋语】可交易礼盒,お宝 / 宝箱,Treasure / treasure chest,607,2026-07-18,12,631,609,2454,667,32,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1407,トレーディングコラボガチャBOX:BLEACH 第二弾,Tradable Lucky Draw: BLEACH Vol.2,お宝 / 宝箱,Treasure / treasure chest,437,2026-07-11,1,437,349,16240,325,623,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1408,【幻蝶の物語】取引可能BOX,"""Butterfly Tale"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,468,2026-07-18,5,450,464,758,502,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1446,M16A4:レゾナンス･ゼロ 先鋒版,M16A4: Dark Matter Vanguard Edition,銃器,Weapon,1624,2026-07-18,6,1743,1624,17469,3248,19,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1447,M16A4:レゾナンス･ゼロ 豪華版,M16A4: Dark Matter Enjoy Edition,銃器,Weapon,2111,2026-07-18,4,2111,2111,1624000,4060,72,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1448,M16A4:レゾナンス･ゼロ 進化版,M16A4: Dark Matter Hum Advanced Edition,銃器,Weapon,,,,,0,0,4872,0,直近30日間の取引データなし,2026-07-18
1449,M16A4:レゾナンス･ゼロ 旗艦版,M16A4: Dark Matter Flagship Edition,銃器,Weapon,,,,,4547,7282,6496,46,直近30日間の取引データなし,2026-07-18
1450,M16A4:レゾナンス･ゼロ 豪華版Ⅰ,M16A4: Dark Matter Deluxe Edition I,銃器,Weapon,,,,,9744,9744,12992,1,直近30日間の取引データなし,2026-07-18
1451,M16A4:レゾナンス･ゼロ 豪華版Ⅱ,M16A4: Dark Matter Deluxe Edition II,銃器,Weapon,9744,2026-07-17,3,9744,9744,19488,19488,17,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1452,M16A4:レゾナンス･ゼロ 豪華版Ⅲ,M16A4: Dark Matter Deluxe Edition III,銃器,Weapon,,,,,0,0,25984,0,直近30日間の取引データなし,2026-07-18
1453,M16A4:レゾナンス･ゼロ 周年DX Ⅰ,M16A4: Dark Matter Resonance - Anniversary Supreme I,銃器,Weapon,16240,2026-07-18,6,16384,16240,38833,32480,34,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1454,M16A4:レゾナンス･ゼロ 周年DX Ⅱ,M16A4: Dark Matter Resonance - Anniversary Supreme II,銃器,Weapon,46606,2026-07-17,2,47323,48446,48543,77952,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1455,M16A4:レゾナンス･ゼロ 周年DX Ⅲ,M16A4: Dark Matter Resonance - Anniversary Supreme III,銃器,Weapon,194206,2026-07-18,1,194206,242635,242635,213626,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1463,ゼロ･ヴァンガード･スペシャルBOX,Stellar Core Era · Golden Gift Box,お宝 / 宝箱,Treasure / treasure chest,9094,2026-07-16,1,9094,9094,19447,18189,58,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
1464,ヴェスパーライン･スペシャルBOX,Stardust Echo · Golden Gift Box,お宝 / 宝箱,Treasure / treasure chest,9094,2026-07-16,1,9094,9094,22362,18189,37,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-18
