goods_id,商品名,商品名_原文,ジャンル,ジャンル_原文,直近成約価格_円,直近成約日,直近30日間の成約数_近似,直近30日間の平均成約価格_円,現在出品最安値_円,現在出品最高値_円,現在出品参考価格_円,現在出品数,備考,取得日
974,サンジ III(専属),Sanji III (Exclusive),衣装 / セット,Outfit / Set,,,,,6486,8825,10378,3,直近30日間の取引データなし,2026-07-16
975,サンジ IV(専属),Sanji IV (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,14270,0,直近30日間の取引データなし,2026-07-16
976,サンジ V(専属),Sanji V (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,19459,0,直近30日間の取引データなし,2026-07-16
977,サンジ VI(専属),Sanji VI (Exclusive),衣装 / セット,Outfit / Set,,,,,0,0,25945,0,直近30日間の取引データなし,2026-07-16
978,サンジ:ワノ国討ち入り(専属),Sanji: Wano Country Infiltration (Exclusive),衣装 / セット,Outfit / Set,20756,2026-07-15,1,20756,34053,34053,38917,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
979,「もこもこクマさん」取引可能BOX,【Hug Bear】Tradable Gift Box,お宝 / 宝箱,Treasure / treasure chest,9707,2026-07-15,13,10167,10478,16216,10676,14,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
980,脱走S3･殿堂の秘宝(取引可能),Breakout S3: Radiant Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,162,2026-07-13,7,162,162,1630,324,1319,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
981,MP5:不知火舞 先鋒版(専属),MP5: Mai Shiranui Vanguard Edition (Exclusive),不明（カテゴリタグなし）,,5343,2026-07-16,14,5097,5919,5919,4707,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
982,MP5:不知火舞 豪華版(専属),MP5: Mai Shiranui Enjoy Edition (Exclusive),不明（カテゴリタグなし）,,6679,2026-07-16,32,6811,7072,8036,7422,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
983,MP5:不知火舞 旗艦版(専属),MP5: Mai Shiranui Flagship Edition (Exclusive),不明（カテゴリタグなし）,,8252,2026-07-16,22,9361,9519,11787,10177,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
984,SACR-L:不知火舞 先鋒版(専属),SACR-L: Mai Shiranui Vanguard Edition (Exclusive),銃器,Weapon,3243,2026-07-01,4,2485,3243,3243,1622,2,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
985,SACR-L:不知火舞 豪華版(専属),SACR-L: Mai Shiranui Enjoy Edition (Exclusive),銃器,Weapon,1951,2026-06-23,1,1951,2531,5189,3243,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
986,SACR-L:不知火舞 旗艦版(専属),SACR-L: Mai Shiranui Flagship Edition (Exclusive),銃器,Weapon,3584,2026-07-13,8,4455,4185,5675,6486,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
992,S40サプライズ･超レア(取引可能),S40 Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,349,2026-07-04,2,304,259,629,324,28,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
996,車両チップ：氷と炎,Vehicle Chip: Ice and Fire,チップ / チップ,Chip / Chip,6018,2026-07-16,27,6791,5786,19357,7398,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
997,AK-47:天翔ける金龍 超DX Ⅰ,AK-47: Dragon Roar Sky Ultra Supreme I,銃器,Weapon,,,,,52705,716307,40539,4,直近30日間の取引データなし,2026-07-16
998,AK-47:天翔ける金龍 超DX Ⅱ,AK-47: Dragon Roar Sky Ultra Supreme II,銃器,Weapon,32431,2026-07-14,11,32431,32431,70504,40539,20,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
999,AK-47:天翔ける金龍 超DX Ⅲ,AK-47: Dragon Roar Sky Ultra Supreme III,銃器,Weapon,64862,2026-07-14,6,64862,64862,129724,81078,16,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1000,AK-47:天翔ける金龍 超DX Ⅳ,AK-47: Dragon Roar Sky Ultra Supreme IV,銃器,Weapon,129724,2026-07-13,4,129724,129724,129728,162156,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1001,AK-47:天翔ける金龍 超DX Ⅴ,AK-47: Dragon Roar Sky Ultra Supreme V,銃器,Weapon,259449,2026-07-06,2,259449,259449,261948,324311,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1002,AK-47:天翔ける金龍 超DX Ⅵ,AK-47: Dragon Roar Sky Ultra Supreme VI,銃器,Weapon,454035,2026-07-05,4,454035,454035,973758,648622,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1003,車両チップ：炎の力,Vehicle Chip: Power of Flame,チップ / チップ,Chip / Chip,16966,2026-07-16,11,19365,34215,34215,17463,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1004,車両チップ：雷の力,Vehicle Chip: Power of Thunder,チップ / チップ,Chip / Chip,1939,2026-07-15,11,1684,1951,4918,2270,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1010,「ナイトバタフライ」取引可能BOX,"""Chaos Butterfly"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,4325,2026-07-14,16,4256,4391,16214,4719,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1017,車両チップ:リバース,Vehicle Chip: Counterflow Core,チップ / チップ,Chip / Chip,1458,2026-07-09,7,1733,1455,11351,2270,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1018,トレーディングコラボガチャBOX:竈門炭治郎＆無限列車,Tradable Gacha: Tanjiro Kamado & Mugen Train Supply Box,お宝 / 宝箱,Treasure / treasure chest,743,2026-06-25,2,732,610,1498,324,696,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1019,脱走･鎏金のお宝(取引可能),Breakout: Radiant Golden Treasure (Tradeable),お宝 / 宝箱,Treasure / treasure chest,10049,2026-07-07,4,2634,162,16216,324,16566,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1032,「ふわふわビキニ」取引可能BOX,"""Innocent Fantasy"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1542,2026-06-26,3,1197,1398,16216,324,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1038,95式:JACKPOT 豪華版,QBZ-95: Golden Blade Enjoy Edition,銃器,Weapon,2108,2026-07-16,4,2108,2108,1297244,4054,224,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1039,95式:JACKPOT 旗艦版,QBZ-95: Golden Blade Flagship Edition,銃器,Weapon,,,,,4540,32788,6486,124,直近30日間の取引データなし,2026-07-16
1040,95式:JACKPOT 先鋒版,QBZ-95: Golden Blade Vanguard Edition,銃器,Weapon,1622,2026-07-15,3,1622,1622,6178,3243,60,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1041,95式:JACKPOT 進化版,QBZ-95: Golden Blade Advancement Edition,銃器,Weapon,3243,2026-07-15,1,3243,4965,6188,4865,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1042,95式:JACKPOT 豪華版Ⅰ,QBZ-95: Golden Blade Deluxe Edition I,銃器,Weapon,,,,,0,0,12972,0,直近30日間の取引データなし,2026-07-16
1043,95式:JACKPOT 豪華版Ⅱ,QBZ-95: Golden Blade Deluxe Edition II,銃器,Weapon,9729,2026-06-29,1,9729,9729,26811,19459,42,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1044,95式:JACKPOT 豪華版Ⅲ,QBZ-95: Golden Blade Deluxe Edition III,銃器,Weapon,,,,,15864,15864,25945,1,直近30日間の取引データなし,2026-07-16
1045,95式:JACKPOT･周年DX Ⅰ,QBZ-95: Golden Blade - Anniversary Ultimate I,銃器,Weapon,16216,2026-07-16,28,16274,16216,1621555,32431,96,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1046,95式:JACKPOT･周年DX Ⅱ,QBZ-95: Golden Blade - Anniversary Ultimate II,銃器,Weapon,38917,2026-07-04,4,38917,38917,38917,77835,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1047,95式:JACKPOT･周年DX Ⅲ,QBZ-95: Golden Blade - Anniversary Ultimate III,銃器,Weapon,,,,,105401,105401,210802,2,直近30日間の取引データなし,2026-07-16
1048,「​JKニキシア」取引可能BOX,"""Agent Nyxia·JK"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,885,2026-07-16,3,836,890,2103,973,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1054,「うさうさエプロン」取引可能BOX,"""Baking Game"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1378,2026-06-16,1,1378,1438,16105,324,18,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1055,車両チップ：サイレント,Vehicle Chip: Titmouse,チップ / チップ,Chip / Chip,1135,2026-07-15,14,1561,1135,10075,2270,8,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1067,「夏の約束」取引可能BOX,"""Sparkling Promise"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,3730,2026-07-08,4,3459,3730,6031,324,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1068,コラボガチャBOX:進撃の巨人第4弾(取引可能),Lucky Draw: Attack on Titan collaboration Vol.4 (Tradable),お宝 / 宝箱,Treasure / treasure chest,162,2026-07-03,4,437,522,1067,324,390,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1069,車両チップ：破刃,Vehicle Chip: Broken Blade,チップ / チップ,Chip / Chip,1939,2026-07-16,6,3216,2924,16918,3674,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1093,金のサメサプライズ･超レア(取引可能),Golden Shark Surprise - Super Rare (Tradeable),お宝 / 宝箱,Treasure / treasure chest,,,,,324,5734,324,10,直近30日間の取引データなし,2026-07-16
1094,【中華ゾンビ娘】取引可能BOX,"""Bounce Phantom"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1973,2026-07-12,17,1801,2329,16105,2517,23,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1104,車両チップ：十五夜,Vehicle Chip: Mid-Autumn,チップ / チップ,Chip / Chip,1135,2026-07-13,9,2322,1904,3079,2270,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1110,車両チップ：無限,Vehicle Chip: Infinite,チップ / チップ,Chip / Chip,4659,2026-07-15,10,3720,3738,11351,3631,3,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1111,LI-NING 極光天行(専属),Li-Ning Jiguang Tianxing (Exclusive),衣装 / セット,Outfit / Set,22630,2026-07-15,21,20821,26211,33422,22090,4,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1112,LI-NING レトロシリーズ(専属),Li-Ning Retro Series (Exclusive),衣装 / セット,Outfit / Set,6785,2026-07-16,40,7464,6697,9329,8035,7,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1113,LI-NING 極光風行(専属),Li-Ning Jiguang Fengxing (Exclusive),衣装 / セット,Outfit / Set,6600,2026-07-16,36,6197,6584,8873,6770,9,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1134,「​トレインスター」取引可能BOX,"""Railway Intern"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1459,2026-07-11,2,1515,1453,3243,1605,6,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1144,【クールシュガー】取引可能BOX,"""Broken Sweetie"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1148,2026-07-11,11,1240,970,16216,1262,137,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1201,【いちごムース】取引可能BOX,"""Strawberry Ice Cream"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,245,2026-06-30,1,245,227,4952,324,73,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1221,【ボンボンショコラ】取引可能BOX,"""Heart of Wine Romance"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,469,2026-07-13,6,3093,456,16216,514,36,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1253,車両チップ：春芽,Vehicle Chip: Spring Bud,チップ / チップ,Chip / Chip,2270,2026-07-14,8,1445,1938,4946,2270,5,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1254,【お花見さんぽ】取引可能BOX,"""Cherry Blossom Day"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,162,2026-07-15,6,402,162,2971,324,10,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1310,トレーディングコラボガチャBOX:『東京喰種』コラボ第6弾,Tradable Gacha: Tokyo Ghoul Season 6,お宝 / 宝箱,Treasure / treasure chest,172,2026-07-16,11,163,162,15877,324,575,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1316,「ルージュの法則」取引可能BOX,"""Scarlet Law"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,310,2026-07-13,1,310,310,1004,341,27,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1327,トレーディングコラボガチャBOX:にじさんじ第4弾,Tradable Gacha: NIJISANJI Vol.4,お宝 / 宝箱,Treasure / treasure chest,467,2026-07-13,12,476,452,4829,514,463,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1328,【恋する昭和レトロ】取引可能BOX,"""Modern Times"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,1060,2026-06-21,1,1060,1067,3243,324,12,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1368,【恋のメモ帳】取引可能BOX,【白日恋语】可交易礼盒,お宝 / 宝箱,Treasure / treasure chest,608,2026-07-14,11,643,608,2450,644,33,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1407,トレーディングコラボガチャBOX:BLEACH 第二弾,Tradable Lucky Draw: BLEACH Vol.2,お宝 / 宝箱,Treasure / treasure chest,436,2026-07-11,1,436,647,16216,478,540,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1408,【幻蝶の物語】取引可能BOX,"""Butterfly Tale"" Tradeable Gift Box",お宝 / 宝箱,Treasure / treasure chest,446,2026-07-15,4,446,467,757,490,11,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1446,M16A4:レゾナンス･ゼロ 先鋒版,M16A4: Dark Matter Vanguard Edition,銃器,Weapon,1622,2026-07-16,6,1841,1622,3882,3243,13,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1447,M16A4:レゾナンス･ゼロ 豪華版,M16A4: Dark Matter Enjoy Edition,銃器,Weapon,2108,2026-07-16,2,2108,2108,1621555,4054,40,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1448,M16A4:レゾナンス･ゼロ 進化版,M16A4: Dark Matter Hum Advanced Edition,銃器,Weapon,,,,,0,0,4865,0,直近30日間の取引データなし,2026-07-16
1449,M16A4:レゾナンス･ゼロ 旗艦版,M16A4: Dark Matter Flagship Edition,銃器,Weapon,,,,,4540,6796,6486,21,直近30日間の取引データなし,2026-07-16
1450,M16A4:レゾナンス･ゼロ 豪華版Ⅰ,M16A4: Dark Matter Deluxe Edition I,銃器,Weapon,,,,,0,0,12972,0,直近30日間の取引データなし,2026-07-16
1451,M16A4:レゾナンス･ゼロ 豪華版Ⅱ,M16A4: Dark Matter Deluxe Edition II,銃器,Weapon,9729,2026-07-16,1,9729,9729,19418,19459,14,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1452,M16A4:レゾナンス･ゼロ 豪華版Ⅲ,M16A4: Dark Matter Deluxe Edition III,銃器,Weapon,,,,,0,0,25945,0,直近30日間の取引データなし,2026-07-16
1453,M16A4:レゾナンス･ゼロ 周年DX Ⅰ,M16A4: Dark Matter Resonance - Anniversary Supreme I,銃器,Weapon,16216,2026-07-16,16,16512,16216,48543,32431,46,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1454,M16A4:レゾナンス･ゼロ 周年DX Ⅱ,M16A4: Dark Matter Resonance - Anniversary Supreme II,銃器,Weapon,50484,2026-07-16,5,47969,53401,53401,77835,1,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1455,M16A4:レゾナンス･ゼロ 周年DX Ⅲ,M16A4: Dark Matter Resonance - Anniversary Supreme III,銃器,Weapon,,,,,242713,388542,210802,2,直近30日間の取引データなし,2026-07-16
1463,ゼロ･ヴァンガード･スペシャルBOX,Stellar Core Era · Golden Gift Box,お宝 / 宝箱,Treasure / treasure chest,9081,2026-07-16,1,9081,9081,19418,18161,41,※価格トレンドAPI(日次データ)に基づく近似値,2026-07-16
1464,ヴェスパーライン･スペシャルBOX,Stardust Echo · Golden Gift Box,お宝 / 宝箱,Treasure / treasure chest,,,,,9081,22329,18161,28,直近30日間の取引データなし,2026-07-16
